name,display_name,categories,display_categories,description,address,phone,website,source,latitude,longitude,yelp_alias,yelp_api,yelp_id
jamafo jamaican food xpress,JamaFo Jamaican Food Xpress,Restaurants,Restaurants,"JamaFo Jamaican Food Xpress, Canoga Park, (747) 999-5980,","22213 Sherman Way Los Angeles, CA 91303",747-201-2122,https://www.jamafoxpress.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.2013301,-118.6108433,jamafo-jamaican-food-xpress-los-angeles,true,TDog48y1kP-YysqRqChF2Q
jamz creamery,JAMZ Creamery,Restaurants,Restaurants,,"231 E Manchester Blvd Inglewood, CA 90301",424-351-8217,https://jamzcreamery.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9619049,-118.3528045,jamz-creamery-inglewood,true,QjhDHm8-oiFxpZUe4kwfEw
janga by derrick's jamaican cuisine,Janga by Derrick's Jamaican Cuisine,Restaurants,Restaurants,,"3850 Main St Culver City, CA 90232",424-603-4843,http://jangabyderricks.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.02475,-118.39419,janga-by-derricks-jamaican-cuisine-culver-city,true,cQEHEFFIGvz-ozNsPawe6Q
jay bee's,Jay Bee's Bar-B-Q,Restaurants,Restaurants,"Jay Bee’s, 15911 S. Avalon Blvd., Gardena, (310) 532-1064","15911 S Avalon Blvd Gardena, CA 90247",310-532-1064,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.88702891,-118.2655083,jay-bees-bar-b-q-gardena-3,true,Grc73Z51ag4m0i7_dsw_QA
johnsonbrothersbbq,Johnsonbrothersbbq,Restaurants,Restaurants,,"1710 E Compton Blvd Compton, CA 90221",310-933-8803,https://www.johnsonbrothersbbq.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
jordan's hot dogs,Jordan's Hot Dogs,Restaurants,Restaurants,,"5960 Crenshaw Blvd Los Angeles, CA 90043",323-299-3647,https://jordanshotdogsla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9860575,-118.3305262,jordans-hot-dogs-los-angeles-2,true,fws4v77EgFfDR5OudCZLWg
jr's barbeque,JR's Barbeque,Restaurants,Restaurants,,"3055 La Cienega Blvd Culver City, CA 90232",310-837-6838,http://jrs-bbq.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0306015,-118.3724213,jrs-barbeque-culver-city,true,aFNJKGZvRxAEZ-MKGP9LmA
juice-c-juice,Juice-C-Juice,Restaurants,Restaurants,,"940 E Dominguez Ste K Carson, CA 90746",310-324-8444,https://www.gotjuices.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.839751,-118.258178,juice-c-juice-carson-2,true,LaInugE4uBAukO8vaU-mYw
just turkey,Just Turkey,Restaurants,Restaurants,,"3340 La Cienega Blvd Los Angeles, CA 90016",323-591-0277,http://justturkeyla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.02692,-118.37158,just-turkey-los-angeles-2,true,9GHopT8nFKqztDYHacbK-A
karuba's yardy kitchen,Karuba's Yardy Kitchen,Restaurants,Restaurants,"Karuba’s Yardy Kitchen, 1300 Centinela Ave., Inglewood, (424) 312-1055","1300 Centinela Ave Unit 103 Inglewood, CA 90302",424-312-1055,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.97689,-118.36175,karubas-yardy-kitchen-inglewood-2,true,3h2iPFqxDyKsBQVsh6aVOw
keith's kettle corn,Keith's Kettle Corn,Restaurants,Restaurants,,"200 W Foothill Blvd Ste 3 Azusa, CA 91702",626-804-7999,https://www.keithskettlecorn.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.13312383,-117.909293,keiths-kettle-corn-azusa,true,SJRvri7VcA-x6YCiRrl-uQ
ken's ice cream,Ken's Ice Cream Parlor,Restaurants,Restaurants,,"18511 S Avalon Blvd Carson, CA 90746",310-324-7704,http://kensicecream.net/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.862053,-118.267129,kens-ice-cream-parlor-carson,true,-6b3XFuY23Ajt85EkSS28g
kenny q's bbq,Kenny's Q BAR-B-QUE and More,Restaurants,Restaurants,,"11010 S Prairie Ave Inglewood, CA 90303",424-312-1105,https://www.kennysqbbq.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9355801,-118.3437751,kennys-q-bar-b-que-and-more-inglewood,true,sVBT1p5jhtIF-EXiJ9t6Aw
kick ass vegans,Kick Ass Vegans,Restaurants,Restaurants,,"1253 Mira Valle St Corona, CA 92879",,https://www.kickassvegans.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
king kone ice cream,King Kone Ice Cream,Restaurants,Restaurants,"King Kone, (323) 208-1403,","Los Angeles, CA 90048",323-208-1403,http://www.kingkonela.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.07619476,-118.3751373,king-kone-ice-cream-los-angeles,true,zToXnZNrH21xH-YtSttwqw
kings deli,Kings Deli,Restaurants,Restaurants,"Kings Deli, 109 N. Pass Ave., Burbank, (818) 561-4405,","109 N Pass Ave Burbank, CA 91505",818-561-4405,https://www.kingsdeli.co/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.149642,-118.3430673,kings-deli-burbank,true,g9RR96iB3v0Du2iy3U4IOA
la buns,LA Buns,Restaurants,Restaurants,"LA Buns, 8237 2nd St., Downey, (562) 923-9038","8237 2nd St Downey, CA 90241",562-923-9038,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.94144936,-118.1330898,la-buns-downey,true,QaQdCJn0CfNL3Ej6Dn_EcQ
la grind coffee & tea bar,L A Grind Coffee & Tea Bar,Restaurants,Restaurants,,"Los Angeles, CA 90011",323-475-7001,https://lagrindcoffeeandteabar.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.00566,-118.25849,l-a-grind-coffee-and-tea-bar-los-angeles-2,true,wlOcnV1R0P4_8RWGDbo3AA
la louisanne,La Louisanne,Restaurants,Restaurants,,"5812 Overhill Dr Los Angeles, CA 90043",323-293-5073,http://www.lalouisannela.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.98825,-118.35385,la-louisanne-los-angeles-3,true,3vgNw2PEIM8GE5ltbRiyow
ladie kakes,Ladie Kakes,Restaurants,Restaurants,,"Long Beach, CA 90802",626-935-9293,https://ladiekakes.square.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.7415316,-118.1941785,ladie-kakes-long-beach-2,true,yNQtJoR9dFqryBV8jS0PcQ
lalibela,Lalibela Ethiopian Restaurant,Restaurants,Restaurants,"Lalibela, 1025 S. Fairfax Ave., Los Angeles, (323) 965-1025,","1025 S Fairfax Ave Los Angeles, CA 90019",323-965-1025,https://www.lalibelala.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.0571,-118.36465,lalibela-ethiopian-restaurant-los-angeles,true,cG2QWy4XDW4V-l4ufEKYnQ
larayia's bodega,LaRayia's Bodega,Restaurants,Restaurants,,"2713 W 6th St Los Angeles, CA 90057",818-357-9114,https://larayias-bodega.business.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.06277,-118.28166,larayias-bodega-los-angeles,true,ewPQtax6421vXtzuJK2uAg
leberry bakery,Lêberry Bakery & Donut,Restaurants,Restaurants,,"445 E Colorado Blvd Pasadena, CA 91101",626-993-9898,https://www.leberrybakery.com,https://loveandloathingla.com/list-of-black-owned-businesses-in-la/,34.14600091,-118.1411811,lêberry-bakery-and-donut-pasadena-2,true,9rpaHcIRkFDmjd3GeVTUVw
lee esther's creole & cajun cooking,Lee Esther's Creole and Cajun Cooking,Restaurants,Restaurants,,"830 1/2 E Ave Q6 Palmdale, CA 93550",661-266-0000,https://www.leeesthers.com,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.58185,-118.114657,lee-esthers-creole-and-cajun-cooking-palmdale,true,zxc8ayqGfJouHTCaYH-K8g
lee's caribbean restaurant,Lee's Caribbean Restaurant,Restaurants,Restaurants,,"1041 S Prairie Ave Inglewood, CA 90301",310-419-6550,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9497,-118.344685,lees-caribbean-restaurant-inglewood,true,keWTGeh1QWvc7s3SlX1ORA
lee's market,Lee's Market,Restaurants,Restaurants,,"1908 E 110th St Los Angeles, CA 90059",323-566-3549,https://www.facebook.com/Leesmarketcatering/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9349861,-118.2387314,lees-market-los-angeles-2,true,2055FMPpOWsjtP197FXTNw
les sisters,Les Sisters Southern Kitchen & BBQ,Restaurants,Restaurants,"Les Sisters, 21818 Devonshire St., Chatsworth, (818) 998-0755,","21818 Devonshire St Chatsworth, CA 91311",818-998-0755,http://www.lessisters.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.25695,-118.6045,les-sisters-southern-kitchen-and-bbq-chatsworth,true,iX6eWMdAMkwa0oXPQrrdow
lettuce feast,Lettuce Feast,Restaurants,Restaurants,,"Los Angeles, CA 90001",424-261-3659,https://www.lettucefeast.online/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.97853,-118.2497,lettuce-feast-los-angeles-2,true,ACm6CB7VI0d-K5qNzEODhg
little amsterdam coffee,Little Amsterdam Coffee Shop,Restaurants,Restaurants,,"1412 S Redondo Blvd Los Angeles, CA 90019",323-452-9124,https://littleamsterdamcoffee.net/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0475,-118.3493,little-amsterdam-coffee-shop-los-angeles,true,VXZ7Qe6VEZzHCObHYz432Q
little belize restaurant,Little Belize Restaurant,Restaurants,Restaurants,,"217 E Nutwood St Inglewood, CA 90301",310-674-0696,https://littlebelizerestaurant.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9606049,-118.3530446,little-belize-restaurant-inglewood-2,true,eY4AevP-0Am5nS_VVkbHsA
little kingston jamaican restaurant,Little Kingston Jamaican Restaurant,Restaurants,Restaurants,,"4716 W Slauson Ave Los Angeles, CA 90056",323-295-5596,https://www.instagram.com/jamaicaonthego/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9880618,-118.3592158,little-kingston-jamaican-restaurant-los-angeles,true,Uciy4a2wODubfq24noRRag
little red hen coffee shop,The Little Red Hen Coffee Shop,Restaurants,Restaurants,,"2697 Fair Oaks Ave Altadena, CA 91001",626-791-1614,https://little-red-hen-coffee-shop.hub.biz/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.19185,-118.14897,the-little-red-hen-coffee-shop-altadena,true,Z0scVOff_55I86zCqzq3Dw
logan's gardens,Logan's Gardens,Restaurants,Restaurants,"Gardener to the stars Jimmy Williams and his son, Logan, grow and sell more than 1,000 varieties of heirloom edible plants Wednesdays and Saturdays at the Santa Monica Farmers Market and Sundays at the Hollywood Farmers Market. instagram.com/logansgardens","2640 Main St, Santa Monica, CA 90404",,https://www.instagram.com/logansgardens,https://www.latimes.com/lifestyle/story/2020-06-03/black-owned-businesses-in-los-angeles,,,,false,
lotus vegan,Lotus Vegan,Restaurants,Restaurants,,"4715 Lankershim Blvd North Hollywood, CA 91602",818-760-8088,http://lotusveganla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1561199,-118.3694993,lotus-vegan-north-hollywood,true,8r4YzjW1zWTdeB6QnQ6kCg
lou the french on the block,Lou The French On The Block,Restaurants,Restaurants,,"4007 W Riverside Dr Ste A Burbank, CA 91505",747-241-8205,https://www.louthefrenchontheblock.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.15216064,-118.3432846,lou-the-french-on-the-block-burbank-2,true,iPDCWuv_Y61LuLs5aQofpg
louisiana charlie's,Louisiana Charlie's,Restaurants,Restaurants,,"429 Shoreline Village Dr Long Beach, CA 90802",562-432-6737,http://www.louisianacharlies.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.760095,-118.191808,louisiana-charlies-long-beach,true,hUVej-XbpffKfZyGqIcvxg
m & t donuts,M & T Donuts,Restaurants,Restaurants,,"1601 E 103rd St Ste 5 Los Angeles, CA 90002",323-567-5710,https://m-and-t-donuts.square.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.94385913,-118.2452288,m-and-t-donuts-los-angeles,true,hQxhMZ0uFfC5mg3L-DBwrw
m'dears,M'Dear's Bakery & Bistro,Restaurants,Restaurants,,"7717 S Western Ave Los Angeles, CA 90047",323-759-2020,https://www.mdears.net/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.969506,-118.309089,mdears-bakery-and-bistro-los-angeles,true,rUs4IStrR8d8FnFDqNABfA
mack & jane,Mack & Jane,Restaurants,Restaurants,,"Los Angeles, CA 91601",,https://www.mackandjane.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.16475677,-118.3724823,mack-and-jane-los-angeles,true,Ag8Qw0yWClzzLnGGFoPHOA
main kitchen cafe,Main Kitchen Cafe,Restaurants,Restaurants,,"17013 Chatsworth St Granada Hills, CA 91344",747-300-2433,https://www.mainkitchencafe.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.264995,-118.50279,main-kitchen-cafe-granada-hills,true,p_6tlBkhdYKCeDPQRvJhqg
mama's chicken and market,Mama's Chicken and Market,Restaurants,Restaurants,,"2510 W Slauson Ave Los Angeles, CA 90043",323-292-9696,http://www.mamaschicken.name/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.98883,-118.32101,mamas-chicken-and-market-los-angeles,true,EAcTJ5qWCnZEFOp5Nfvxfw
mar's caribbean gardens,Mar's Caribbean Gardens,Restaurants,Restaurants,"Mar’s Caribbean Gardens, 14008 Crenshaw Blvd., Gardena, (310) 323-5000,","14008 Crenshaw Blvd Gardena, CA 90249",310-323-5000,http://marscaribbean.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.90444,-118.32616,mars-caribbean-gardens-gardena-3,true,m7xE8182HY9XiZ5IV-2UsA
mardi gras tuesday sherman oaks,Mardi Gras Tuesday,Restaurants,Restaurants,"Fat Tuesday, 14543 Ventura Blvd., Sherman Oaks, (818) 208-9838,","14543 Ventura Blvd Sherman Oaks, CA 91403",818-208-9838,https://www.eatatfattuesday.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.15148,-118.45017,mardi-gras-tuesday-sherman-oaks,true,YJbhvSNlSCgSK3k_W44rOA
matthews home style cooking,Matthews Home Style Cooking,Restaurants,Restaurants,,"2222 W Rosecrans Ave Gardena, CA 90249",310-817-5496,https://matthewshomestylecooking.business.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.90154,-118.31859,matthews-home-style-cooking-gardena-3,true,WFCkuSxsM9q0lsAVL9aWBA
meals by genet,Meals by Genet,Restaurants,Restaurants,,"1053 S Fairfax Ave Los Angeles, CA 90019",323-938-9304,http://mealsbygenetla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.05671,-118.36483,meals-by-genet-los-angeles,true,0mDwFahV2qgGYM2sL1m0Pw
mel's fish shack,Mel's Fish Shack,Restaurants,Restaurants,,"4524 W Jefferson Blvd Los Angeles, CA 90016",323-732-6357,https://melsfishshack.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.02536113,-118.3459583,mels-fish-shack-los-angeles,true,uMar62it3cUFxPRuXbYoMw
melkam ethiopian restaurant,Melkam Ethiopian Restaurant,Restaurants,Restaurants,,"3182 W Pico Blvd Los Angeles, CA 90019",323-734-3182,https://www.yelp.com/biz/melkam-ethiopian,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.04715523,-118.3111654,melkam-ethiopian-restaurant-los-angeles,true,w8_O2BaWR_2ZB0w7iLGtFQ
melnificent wingz,Melnificent Wingz,Restaurants,Restaurants,,"12021 Allegheny St Sun Valley, CA 91352",818-378-4825,https://www.facebook.com/melnificentwingz/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
merkato,Merkato Ethiopian Restaurant & Market,Restaurants,Restaurants,,"1036 S Fairfax Ave Los Angeles, CA 90019",323-935-1775,https://www.yelp.com/biz/merkato-ethiopian,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.05701,-118.36403,merkato-ethiopian-restaurant-and-market-los-angeles,true,Nw7_WZNbyh_EbckVAlzGAA
messob ethiopian restaurant,Messob Ethiopian Restaurant,Restaurants,Restaurants,,"1041 S Fairfax Ave Los Angeles, CA 90019",323-938-8827,https://www.messob.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.05699,-118.36469,messob-ethiopian-restaurant-los-angeles,true,fEFkf7jYjaWfyil0DjOuIw
milk + brookies,milk + brookies,Restaurants,Restaurants,,"Los Angeles, CA 90036",213-536-7043,http://www.milkandbrookies.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0211224,-118.3964665,milk-brookies-los-angeles-4,true,W9eecsALpdCB03jMxpjglg
mingles tea bar,Mingles Tea Bar,Restaurants,Restaurants,"Mingles Tea Bar, 8443 Crenshaw Blvd., Inglewood, (424) 704-2777,","8443 Crenshaw Blvd Inglewood, CA 90305",424-704-2777,https://minglesteabar.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.96203,-118.32783,mingles-tea-bar-inglewood-2,true,IBKcCJfozUg-0IwphlcCqg
mo better burgers,Mo Better Burgers South Bay,Restaurants,Restaurants,"Mo Better Burgers, 12734 Crenshaw Blvd., Hawthorne, (323) 531-1749,","12734 Crenshaw Blvd Hawthorne, CA 90250",323-531-1749,https://mo-better-burgers-south-bay.business.site/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.91674,-118.32616,mo-better-burgers-south-bay-hawthorne,true,8m6wEOnP6W8G4-daUVQhkA
mom's burgers,Mom's Burgers,Restaurants,Restaurants,"Mom’s Burgers, 336 W. Alondra Blvd., Compton, (310) 632-6622","336 W Alondra Blvd Compton, CA 90220",310-632-6622,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.88825,-118.22761,moms-burgers-compton,true,7o81P4o4mfo3HmFEqdBicw
mom's haus,Moms Haus,Restaurants,Restaurants,,"14062 Vanowen St Van Nuys, CA 91405",818-786-1373,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1938051,-118.4395014,moms-haus-van-nuys,true,wcsd41E9wE9-dLnh9GZufA
mr fries man,Mr Fries Man,Restaurants,Restaurants,,"14800 S Western Ave Ste 108 Gardena, CA 90249",424-292-3616,https://www.mrfriesman.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.89696162,-118.3085831,mr-fries-man-gardena-2,true,vQVVW_gHvvVR-mKwIpKjjA
ms. b's m&m soul food,Ms. B's M & M's Soul Food,Restaurants,Restaurants,,"4549 W Imperial Hwy Inglewood, CA 90304",310-330-2697,https://www.msbsmandmsoulfoodrestaurant.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9311431,-118.356536,ms-bs-m-and-ms-soul-food-inglewood,true,-LzG9eWCiFRvJEQ8fHhL4Q
munchie madness,El Chato Taco Truck,Restaurants,Restaurants,,"5300 W Olympic Blvd Los Angeles, CA 90019",323-202-6936,https://www.instagram.com/_munchiemadness/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0571251,-118.346074,el-chato-taco-truck-los-angeles-2,true,bvpxd7o3RZtz50YLpDsgLA
munchies diner,Munchies Vegan Diner,Restaurants,Restaurants,,"313 N Bush St Santa Ana, CA 92701",657-699-3076,https://www.munchiesvegandiner.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.7476586,-117.866475,munchies-vegan-diner-santa-ana,true,hsjFiSrHSKxnC4K_V6DAkA
my fish stop,My Fish Stop,Restaurants,Restaurants,,"14843 Burbank Blvd Sherman Oaks, CA 91411",888-469-9980,https://www.myfishstop.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1722449,-118.4567853,my-fish-stop-sherman-oaks,true,aUJHqtvhj2jZ7BPSyYc7TQ
my place cafe,My Place Cafe,Restaurants,Restaurants,,"2057 N Los Robles Ave Unit 10 Pasadena, CA 91104",626-797-9255,https://www.yelp.com/biz/my-place-cafe,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.181231,-118.142285,my-place-cafe-pasadena,true,SiBQ3DTl2xa4pfNhlR2jWw
my two cents,My Two Cents,Restaurants,Restaurants,,"5583 W Pico Blvd Los Angeles, CA 90019",323-879-9881,http://mytwocentsla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0498186,-118.3596124,my-two-cents-los-angeles-3,true,30jrTz8vh1xSXdtXMvt-mA
natraliart jamaican restaurant,Natraliart Jamaican Restaurant & Market,Restaurants,Restaurants,,"3426 W Washington Blvd Los Angeles, CA 90018",323-737-9277,https://www.natraliartrestaurant.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.03955,-118.32226,natraliart-jamaican-restaurant-and-market-los-angeles,true,5W-9Iq_q3VXsB0nkA0TVrQ
nimbus coffee,Nimbus Coffee,Restaurants,Restaurants,"A Harry Potter-inspired cafe with themed coffee drinks and decor. Open for takeout. 1115 S Hope St., downtown Los Angeles.","1115 S Hope St Los Angeles, CA 90015",213-441-7309,,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,34.041887,-118.263719,nimbus-coffee-los-angeles-2,true,ehKEcixcAJl7BZz8dbTMtQ
nita's corn catering,Nita's Corn & Nacho,Restaurants,Restaurants,,"Southern California, CA 90001",909-572-4510,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.97908,-118.25009,nitas-corn-and-nacho-southern-california-9,true,-ME54NTvScXfHSuRcoCQRA
nkechi african cafe,Nkechi African Cafe,Restaurants,Restaurants,,"2717 W Manchester Blvd Inglewood, CA 90305",323-541-1265,https://www.yelp.com/biz/nkechi-african-cafe,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.96025,-118.3236,nkechi-african-cafe-inglewood,true,yK7bCnKLSr7x6je7DniuGA
northtown bistro,Northtown Bistro,Restaurants,Restaurants,,,562-333-1858,https://www.facebook.com/pg/northtownbistro,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
o'nells comfort kitchen,O'Nells Comfort Kitchen,Restaurants,Restaurants,,"2295 Long Beach Blvd Ste C Long Beach, CA 90806",562-283-3434,https://www.yelp.com/biz/o-nells-comfort,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.79872,-118.18978,o-nells-comfort-kitchen-long-beach,true,6ec5_VwSpeV90h2PfSk5MA
obet & del's coffee,Obet and Del's Coffee,Restaurants,Restaurants,,"5233 Hollywood Blvd Los Angeles, CA 90027",213-770-0133,https://www.yelp.com/biz/obet-and-dels,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.10199242,-118.3045691,obet-and-dels-coffee-los-angeles,true,dSxf3St-ruvBwjt-p3EQHQ
oh my burger,Oh My Burger,Restaurants,Restaurants,,"2142 W El Segundo Blvd Gardena, CA 90249",310-756-6522,https://www.ohmyburgerla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.91621446,-118.3168825,oh-my-burger-gardena-3,true,iJrQpn0tlqtNKovcJLMgUg
